pl_name,hostname,discoverymethod,disc_year,pl_eqt,st_teff
Kepler-261 b,Kepler-261,Transit,2014,672.0,5098.0
TrES-5 b,TrES-5,Transit,2011,1480.0,5171.0
Kepler-18 b,Kepler-18,Transit,2011,1165.0,5345.0
Kepler-1400 b,Kepler-1400,Transit,2016,725.0,5044.0
Kepler-1642 b,Kepler-1642,Transit,2016,895.0,5355.0
K2-355 b,K2-355,Transit,2021,1066.0,5790.0
TOI-561 c,TOI-561,Transit,2020,802.0,5326.0
K2-258 b,K2-258,Transit,2018,831.0,6351.0
Kepler-125 c,Kepler-125,Transit,2014,529.0,3810.0
Kepler-174 c,Kepler-174,Transit,2014,377.0,4880.0
K2-162 b,K2-162,Transit,2018,631.0,4842.0
Kepler-1752 b,Kepler-1752,Transit,2021,419.0,5214.0
K2-276 b,K2-276,Transit,2018,583.0,5139.0
K2-127 b,K2-127,Transit,2017,809.0,4575.0
WASP-119 b,WASP-119,Transit,2016,1600.0,5650.0
Kepler-1615 b,Kepler-1615,Transit,2016,658.0,5670.0
Kepler-1289 b,Kepler-1289,Transit,2016,1113.0,6080.0
WTS-1 b,WTS-1,Transit,2012,1500.0,6250.0
WASP-41 b,WASP-41,Transit,2012,1244.0,5450.0
Kepler-893 b,Kepler-893,Transit,2016,1034.0,5820.0
TOI-1136 d,TOI-1136,Transit,2022,843.0,5770.0
Kepler-1487 c,Kepler-1487,Transit,2023,991.0,6408.0
K2-155 b,K2-155,Transit,2018,708.0,4258.0
Kepler-327 d,Kepler-327,Transit,2014,387.0,3799.0
K2-264 b,K2-264,Transit,2018,496.0,3660.0
Kepler-722 c,Kepler-722,Transit,2016,401.0,5863.0
Kepler-1351 b,Kepler-1351,Transit,2016,1212.0,4439.0
K2-415 b,K2-415,Transit,2023,412.4,3173.0
Kepler-8 b,Kepler-8,Transit,2010,1680.0,6213.0
Kepler-1363 b,Kepler-1363,Transit,2016,988.0,4839.0
TOI-1803 b,TOI-1803,Transit,2025,747.0,4687.0
TOI-2485 b,TOI-2485,Transit,2024,1134.0,6016.4
HD 164922 b,HD 164922,Radial Velocity,2005,159.4,5293.0
HATS-28 b,HATS-28,Transit,2016,1253.0,5498.0
Kepler-1186 b,Kepler-1186,Transit,2016,724.0,5635.0
Kepler-342 d,Kepler-342,Transit,2014,658.0,6175.0
HD 108236 b,HD 108236,Transit,2020,1099.0,5720.0
TOI-1758 b,TOI-1758,Transit,2024,551.44,5170.0
TOI-700 d,TOI-700,Transit,2020,268.8,3480.0
HATS-51 b,HATS-51,Transit,2017,1553.0,5758.0
Kepler-979 b,Kepler-979,Transit,2016,792.0,5310.0
Kepler-168 b,Kepler-168,Transit,2014,1240.0,6282.0
Kepler-382 c,Kepler-382,Transit,2014,882.0,5600.0
TOI-1135 b,TOI-1135,Transit,2024,1074.28,6122.0
Kepler-1492 b,Kepler-1492,Transit,2016,801.0,4712.0
K2-16 b,K2-16,Transit,2015,658.0,4761.0
K2-246 b,K2-246,Transit,2018,977.0,5610.0
HAT-P-15 b,HAT-P-15,Transit,2010,904.0,5568.0
K2-238 b,K2-238,Transit,2018,1587.0,5630.0
TOI-4479 b,TOI-4479,Transit,2022,861.0,3400.0
Kepler-42 c,Kepler-42,Transit,2011,720.0,3068.0
Kepler-222 d,Kepler-222,Transit,2014,522.0,5433.0
Kepler-1568 b,Kepler-1568,Transit,2016,729.0,5956.0
Kepler-1207 b,Kepler-1207,Transit,2016,802.0,5909.0
HATS-23 b,HATS-23,Transit,2017,1654.0,5780.0
Kepler-1636 b,Kepler-1636,Transit,2016,248.0,5797.0
K2-52 b,K2-52,Transit,2016,2004.0,7147.0
K2-147 b,K2-147,Transit,2018,1077.0,3672.0
Kepler-1822 b,Kepler-1822,Transit,2021,507.0,5329.0
Kepler-725 b,Kepler-725,Transit,2016,514.0,5293.0
CoRoT-5 b,CoRoT-5,Transit,2009,1438.0,6100.0
Kepler-164 c,Kepler-164,Transit,2014,881.0,6095.0
Kepler-712 b,Kepler-712,Transit,2016,521.0,5148.0
Kepler-802 b,Kepler-802,Transit,2016,489.0,5507.0
Kepler-208 c,Kepler-208,Transit,2014,1141.0,6092.0
TOI-757 b,TOI-757,Transit,2024,641.0,5278.0
Kepler-1014 b,Kepler-1014,Transit,2016,614.0,5388.0
K2-192 b,K2-192,Transit,2018,939.0,5222.0
TOI-1238 b,TOI-1238,Transit,2022,1133.0,4089.0
Kepler-1123 b,Kepler-1123,Transit,2016,1061.0,5500.0
Kepler-395 c,Kepler-395,Transit,2014,341.0,4262.0
Kepler-1609 b,Kepler-1609,Transit,2016,429.0,6132.0
WASP-197 b,WASP-197,Transit,2025,1665.0,6050.0
K2-282 b,K2-282,Transit,2018,1057.0,5317.0
Kepler-281 b,Kepler-281,Transit,2014,694.0,5723.0
K2-318 b,K2-318,Transit,2020,456.0,3851.0
Kepler-1449 b,Kepler-1449,Transit,2016,867.0,5979.0
WASP-181 b,WASP-181,Transit,2019,1186.0,5839.0
WASP-133 b,WASP-133,Transit,2016,1790.0,5700.0
HAT-P-69 b,HAT-P-69,Transit,2019,1930.0,7724.0
TIC 46432937 b,TIC 46432937,Transit,2024,872.0,3572.0
Kepler-389 c,Kepler-389,Transit,2014,636.0,5376.0
Kepler-255 d,Kepler-255,Transit,2016,1710.0,5573.0
Kepler-286 c,Kepler-286,Transit,2014,1098.0,5580.0
K2-158 c,K2-158,Transit,2018,948.0,5503.0
Kepler-864 c,Kepler-864,Transit,2023,1532.0,5621.0
Kepler-460 c,KIC 5437945,Transit,2016,389.0,6340.0
OGLE-TR-111 b,OGLE-TR-111,Transit,2004,1019.0,4800.0
Kepler-483 b,Kepler-483,Transit,2016,755.0,6346.0
BD+20 594 b,BD+20 594,Transit,2016,546.0,5766.0
Kepler-1763 b,Kepler-1763,Transit,2021,1822.0,5969.97
Kepler-1243 b,Kepler-1243,Transit,2016,690.0,5667.0
Kepler-1494 b,Kepler-1494,Transit,2016,415.0,5659.0
Kepler-186 e,Kepler-186,Transit,2014,319.0,3755.0
Kepler-961 b,Kepler-961,Transit,2016,642.0,5582.0
TOI-5153 b,TOI-5153,Transit,2022,906.0,6300.0
GJ 3988 b,GJ 3988,Radial Velocity,2023,348.0,3273.0
Kepler-1239 b,Kepler-1239,Transit,2016,1183.0,6564.0
Kepler-1312 c,Kepler-1312,Transit,2021,1659.0,5602.86
K2-264 c,K2-264,Transit,2018,331.0,3660.0
Kepler-297 b,Kepler-297,Transit,2014,509.0,5783.0
Kepler-116 b,Kepler-116,Transit,2014,1251.0,6142.0
K2-284 b,K2-284,Transit,2018,653.0,4140.0
LP 714-47 b,LP 714-47,Transit,2020,700.0,3950.0
Kepler-949 b,Kepler-949,Transit,2016,782.0,5088.18
Kepler-74 b,Kepler-74,Transit,2013,1078.0,6000.0
K2-347 b,K2-347,Transit,2021,640.0,4599.0
Kepler-105 b,Kepler-105,Transit,2013,1418.0,5827.0
Kepler-87 c,Kepler-87,Transit,2013,403.0,5600.0
Kepler-812 b,Kepler-812,Transit,2016,1163.0,6761.0
Kepler-80 e,Kepler-80,Transit,2014,629.0,4540.0
TOI-2266 b,TOI-2266,Transit,2024,550.0,3200.0
WASP-23 b,WASP-23,Transit,2010,1076.55,5150.0
Kepler-1177 b,Kepler-1177,Transit,2016,377.0,5712.0
NGTS-1 b,NGTS-1,Transit,2017,790.0,3916.0
Kepler-686 b,Kepler-686,Transit,2016,1539.0,5649.0
TOI-1899 b,TOI-1899,Transit,2020,378.0,3841.0
Kepler-1187 b,Kepler-1187,Transit,2016,701.0,5975.0
Kepler-164 e,Kepler-164,Transit,2023,429.0,6095.0
Kepler-184 b,Kepler-184,Transit,2014,780.0,5788.0
Kepler-1588 b,Kepler-1588,Transit,2016,925.0,5817.0
Kepler-226 b,Kepler-226,Transit,2014,1018.0,5571.0
HD 332231 b,HD 332231,Transit,2020,798.3,6089.0
TOI-1199 b,TOI-1199,Transit,2024,1486.0,5710.0
TOI-4961 b,TOI-4961,Transit,2025,919.0,5380.0
Kepler-75 b,Kepler-75,Transit,2013,767.0,5200.0
Kepler-11 d,Kepler-11,Transit,2010,653.0,5663.0
K2-131 b,K2-131,Transit,2017,2223.0,5245.0
Kepler-937 c,Kepler-937,Transit,2016,377.0,6095.0
Kepler-233 c,Kepler-233,Transit,2014,390.0,5360.0
Kepler-218 d,Kepler-218,Transit,2016,356.0,5502.0
HD 97658 b,HD 97658,Radial Velocity,2010,751.0,5170.0
Kepler-135 b,Kepler-135,Transit,2014,1209.0,6090.0
Kepler-501 b,Kepler-501,Transit,2016,1125.0,5904.0
Kepler-1834 c,Kepler-1834,Transit,2023,1541.0,4798.0
K2-137 b,K2-137,Transit,2017,1471.0,3492.0
HAT-P-25 b,HAT-P-25,Transit,2010,1182.0,5500.0
Kepler-1416 b,Kepler-1416,Transit,2016,1870.0,6019.0
Kepler-100 d,Kepler-100,Transit,2014,670.0,5825.0
Kepler-207 c,Kepler-207,Transit,2014,1556.0,5920.0
Kepler-118 c,Kepler-118,Transit,2014,564.0,5274.0
Kepler-822 b,Kepler-822,Transit,2016,1239.0,5928.0
Kepler-292 e,Kepler-292,Transit,2014,678.0,5299.0
TOI-892 b,TOI-892,Transit,2020,1397.0,6261.0
Kepler-1466 b,Kepler-1466,Transit,2016,585.0,5884.0
Kepler-864 b,Kepler-864,Transit,2016,1143.0,5621.0
Kepler-618 b,Kepler-618,Transit,2016,1296.0,5860.0
K2-405 b,K2-405,Transit,2022,969.0,4927.0
Kepler-944 b,Kepler-944,Transit,2016,459.0,5409.0
K2-124 b,K2-124,Transit,2017,442.0,3570.0
Kepler-322 b,Kepler-322,Transit,2014,1373.0,5388.0
Kepler-566 b,Kepler-566,Transit,2016,526.0,5132.0
Kepler-1394 b,Kepler-1394,Transit,2016,1947.0,6481.0
Kepler-648 b,Kepler-648,Transit,2016,674.0,5741.0
TOI-5800 b,TOI-5800,Transit,2025,1108.0,4830.0
Kepler-1672 b,Kepler-1672,Transit,2020,423.0,5899.25
TOI-1739 b,TOI-1739,Transit,2024,755.55,4922.0
TIC 88785435 b,TIC 88785435,Transit,2025,635.0,3998.0
Kepler-770 c,Kepler-770,Transit,2016,2740.0,5598.0
Kepler-1946 b,Kepler-1946,Transit,2021,1143.0,5249.0
TOI-4515 b,TOI-4515,Transit,2024,705.0,5433.0
Ross 176 b,Ross 176,Transit,2025,682.0,4061.0
TOI-1775 b,TOI-1775,Transit,2024,707.89,5251.0
K2-73 c,K2-73,Radial Velocity,2025,186.1,5867.0
Kepler-274 c,Kepler-274,Transit,2014,678.0,6023.0
Kepler-129 c,Kepler-129,Transit,2014,525.0,5770.0
Kepler-1267 b,Kepler-1267,Transit,2016,774.0,6096.0
Kepler-903 c,Kepler-903,Transit,2016,462.0,5682.0
Kepler-1884 b,Kepler-1884,Transit,2021,864.0,6031.0
TOI-5713 b,TOI-5713,Transit,2024,347.2,3225.0
TOI-2420 b,TOI-2420,Transit,2024,1571.6,5707.0
Kepler-1964 b,Kepler-1964,Transit,2021,986.0,4803.0
Kepler-1072 b,Kepler-1072,Transit,2016,1849.0,6199.0
Kepler-1462 b,Kepler-1462,Transit,2016,390.0,5756.0
K2-285 b,K2-285,Transit,2018,1088.9,4975.0
TOI-4184 b,TOI-4184,Transit,2023,412.0,3225.0
Kepler-220 c,Kepler-220,Transit,2014,586.0,4632.0
HATS-25 b,HATS-25,Transit,2016,1277.0,5715.0
HAT-P-50 b,HAT-P-50,Transit,2015,1862.0,6280.0
K2-233 c,K2-233,Transit,2018,794.0,4950.0
Kepler-351 d,Kepler-351,Transit,2016,318.0,5643.0
HD 35843 c,HD 35843,Transit,2025,479.0,5744.0
HATS-68 b,HATS-68,Transit,2018,1741.0,6122.0
Kepler-324 b,Kepler-324,Transit,2014,935.0,5194.0
Kepler-1547 b,Kepler-1547,Transit,2016,3186.0,6078.0
Kepler-116 c,Kepler-116,Transit,2014,964.0,6142.0
TOI-4465 b,TOI-4465,Transit,2025,427.0,5545.0
Kepler-170 b,Kepler-170,Transit,2014,899.0,5679.0
TOI-6255 b,TOI-6255,Transit,2024,1256.46,3421.0
Kepler-789 b,Kepler-789,Transit,2016,1419.0,5870.0
Kepler-328 c,Kepler-328,Transit,2013,475.0,5914.0
Kepler-311 d,Kepler-311,Transit,2023,327.0,5841.2
Kepler-1819 b,Kepler-1819,Transit,2021,760.0,5670.0
Kepler-1596 b,Kepler-1596,Transit,2016,471.0,5706.0
Kepler-396 c,Kepler-396,Transit,2013,390.0,5384.0
WASP-88 b,WASP-88,Transit,2014,1772.0,6431.0
Kepler-285 b,Kepler-285,Transit,2014,1131.0,5411.0
Kepler-1073 d,Kepler-1073,Transit,2021,1369.0,5774.0
Kepler-804 c,Kepler-804,Transit,2016,890.0,5817.0
TOI-157 b,TOI-157,Transit,2020,1588.0,5404.0
K2-114 b,K2-114,Transit,2017,701.4,5044.0
Kepler-100 b,Kepler-100,Transit,2014,1155.0,5825.0
Kepler-265 c,Kepler-265,Transit,2014,755.0,5835.0
WASP-80 b,WASP-80,Transit,2012,825.0,4145.0
WASP-149 b,WASP-149,Transit,2025,1855.0,5750.0
Kepler-1921 c,Kepler-1921,Transit,2023,1791.0,6156.49
CoRoT-19 b,CoRoT-19,Transit,2011,2000.0,6090.0
K2-279 b,K2-279,Transit,2018,879.0,5558.0
TOI-2274 b,TOI-2274,Transit,2024,771.46,3943.0
Kepler-788 b,Kepler-788,Transit,2016,984.0,6159.0
K2-390 b,K2-390,Transit,2022,1119.0,5558.0
WASP-69 b,WASP-69,Transit,2014,971.0,4715.0
Kepler-154 b,Kepler-154,Transit,2014,561.0,5690.0
Kepler-173 b,Kepler-173,Transit,2014,1179.0,6031.0
TOI-942 b,TOI-942,Transit,2020,1120.0,4969.0
Kepler-1225 b,Kepler-1225,Transit,2016,1453.0,6140.0
Kepler-335 b,Kepler-335,Transit,2014,1290.0,5877.0
Kepler-332 c,Kepler-332,Transit,2014,550.0,4955.0
TOI-4010 b,TOI-4010,Transit,2023,1441.0,5104.0
Kepler-66 b,Kepler-66,Transit,2013,699.0,5962.0
Kepler-1785 b,Kepler-1785,Transit,2021,666.0,5734.0
Kepler-1393 b,Kepler-1393,Transit,2016,1249.0,5697.0
Kepler-247 d,Kepler-247,Transit,2014,530.0,5100.0
Kepler-1552 b,Kepler-1552,Transit,2016,268.0,5202.0
K2-315 b,K2-315,Transit,2020,460.0,3300.0
HD 109286 b,HD 109286,Radial Velocity,2021,259.4,5694.0
Kepler-1895 b,Kepler-1895,Transit,2021,789.0,4903.0
Kepler-304 b,Kepler-304,Transit,2014,875.0,4731.0
Kepler-761 b,Kepler-761,Transit,2016,767.0,5706.0
Kepler-1985 b,Kepler-1985,Transit,2023,1129.0,5370.0
Kepler-1607 b,Kepler-1607,Transit,2016,913.0,6116.0
Kepler-1464 c,Kepler-1464,Transit,2016,1023.0,5828.0
TOI-1416 b,TOI-1416,Transit,2023,1517.0,4884.0
Kepler-2000 b,Kepler-2000,Transit,2023,530.0,3886.0
Kepler-1898 b,Kepler-1898,Transit,2021,1167.0,5575.0
Kepler-327 c,Kepler-327,Transit,2014,537.0,3799.0
Kepler-1801 c,Kepler-1801,Transit,2023,371.0,5455.0
Kepler-1274 b,Kepler-1274,Transit,2016,1384.0,6179.0
K2-73 b,K2-73,Transit,2016,968.0,5867.0
Kepler-428 b,Kepler-428,Transit,2014,1070.0,5150.0
Kepler-1729 b,Kepler-1729,Transit,2021,595.0,4414.0
HAT-P-62 b,HAT-P-62,Transit,2021,1512.0,5629.0
Kepler-147 c,Kepler-147,Transit,2014,689.0,6012.0
Kepler-1619 b,Kepler-1619,Transit,2016,797.0,5852.0
Kepler-443 b,Kepler-443,Transit,2015,233.0,4723.0
K2-133 e,K2-133,Transit,2019,296.0,3655.0
TOI-530 b,TOI-530,Transit,2021,565.0,3659.0
G 9-40 b,G 9-40,Transit,2019,440.6,3348.0
Kepler-604 b,Kepler-604,Transit,2016,637.0,5890.0
Kepler-220 d,Kepler-220,Transit,2014,401.0,4632.0
HD 191939 b,HD 191939,Transit,2020,880.0,5427.0
Kepler-127 c,Kepler-127,Transit,2014,698.0,6106.0
TOI-1107 b,TOI-1107,Transit,2022,1728.0,6311.0
TOI-6330 b,TOI-6330,Transit,2025,495.0,3539.0
LHS 1678 b,LHS 1678,Transit,2021,830.44,3490.0
Kepler-42 b,Kepler-42,Transit,2011,519.0,3068.0
Kepler-111 c,Kepler-111,Transit,2014,352.2,5952.0
TOI-1518 b,TOI-1518,Transit,2021,2492.0,7300.0
Kepler-890 b,Kepler-890,Transit,2016,540.0,5954.0
Kepler-1301 b,Kepler-1301,Transit,2016,734.0,5188.0
Kepler-591 b,Kepler-591,Transit,2016,436.0,5677.0
Kepler-784 c,Kepler-784,Transit,2023,844.0,5576.0
Kepler-1216 b,Kepler-1216,Transit,2016,1191.0,5743.0
Kepler-1471 c,Kepler-1471,Transit,2023,841.0,5500.0
Kepler-1896 b,Kepler-1896,Transit,2021,536.0,5932.0
Kepler-1695 b,Kepler-1695,Transit,2020,957.0,5437.0
Kepler-1728 b,Kepler-1728,Transit,2021,886.0,5021.0
Kepler-32 c,Kepler-32,Transit,2011,451.0,3900.0
TOI-5218 b,TOI-5218,Transit,2024,783.0,4230.0
Kepler-653 b,Kepler-653,Transit,2016,819.0,5665.0
TOI-1751 b,TOI-1751,Transit,2024,651.64,6116.0
TOI-1273 b,TOI-1273,Transit,2024,1211.0,5690.0
TOI-771 c,TOI-771,Radial Velocity,2025,365.0,3201.0
Kepler-1370 c,Kepler-1370,Transit,2016,1075.0,6202.0
Kepler-714 b,Kepler-714,Transit,2016,986.0,5995.0
Kepler-1458 b,Kepler-1458,Transit,2016,493.0,5653.0
TOI-4364 b,TOI-4364,Transit,2025,488.0,3528.0
Kepler-510 b,Kepler-510,Transit,2016,797.0,5746.0
K2-57 b,K2-57,Transit,2016,635.8,4434.0
Kepler-481 b,Kepler-481,Transit,2016,899.0,5802.0
TOI-2981 b,TOI-2981,Transit,2024,1358.0,5940.0
Kepler-1419 b,Kepler-1419,Transit,2016,510.0,5672.0
Kepler-145 b,Kepler-145,Transit,2013,873.0,6022.0
HD 95338 b,HD 95338,Radial Velocity,2020,385.0,5212.0
HAT-P-56 b,HAT-P-56,Transit,2015,1840.0,6566.0
Kepler-1112 b,Kepler-1112,Transit,2016,918.0,6496.0
Kepler-1317 b,Kepler-1317,Transit,2016,1796.0,5144.0
Kepler-1477 b,Kepler-1477,Transit,2016,674.0,5100.0
Kepler-372 c,Kepler-372,Transit,2014,755.0,6509.0
Kepler-338 c,Kepler-338,Transit,2014,831.0,5923.0
HATS-71 b,HATS-71,Transit,2020,586.8,3254.0
Kepler-1673 b,Kepler-1673,Transit,2020,611.0,6220.81
Kepler-1868 b,Kepler-1868,Transit,2021,215.0,4548.13
Kepler-740 b,Kepler-740,Transit,2016,1131.0,5438.0
Kepler-935 b,Kepler-935,Transit,2016,879.0,4830.0
KELT-6 b,KELT-6,Transit,2014,1313.0,6272.0
Kepler-1322 c,Kepler-1322,Transit,2021,883.0,5425.0
DH Tau b,DH Tau,Imaging,2004,2200.0,3600.0
HD 63935 b,HD 63935,Transit,2021,825.22,5534.0
K2-341 b,K2-341,Transit,2021,598.0,5817.0
Kepler-15 b,Kepler-15,Transit,2011,1251.0,5515.0
TOI-2202 b,TOI-2202,Transit,2021,652.07,5144.0
Wendelstein-2 b,Wendelstein-2,Transit,2020,2470.0,4667.0
HATS-76 b,HATS-76,Transit,2021,939.8,4016.0
Kepler-62 e,Kepler-62,Transit,2013,270.0,4925.0
Kepler-1211 b,Kepler-1211,Transit,2016,840.0,5705.0
CoRoT-26 b,CoRoT-26,Transit,2013,1600.0,5590.0
TOI-6002 b,TOI-6002,Transit,2024,321.4,3241.0
Kepler-1161 b,Kepler-1161,Transit,2016,485.0,4253.0
Kepler-224 e,Kepler-224,Transit,2014,517.0,5018.0
K2-46 b,K2-46,Transit,2016,889.0,6256.0
Kepler-1777 b,Kepler-1777,Transit,2021,819.0,5600.06
Kepler-1360 b,Kepler-1360,Transit,2016,933.0,6778.0
WASP-176 b,WASP-176,Transit,2020,1721.0,5902.0
WASP-65 b,WASP-65,Transit,2013,1480.0,5600.0
Kepler-270 b,Kepler-270,Transit,2014,984.0,6067.0
HD 2685 b,HD 2685,Transit,2019,2061.0,6801.0
TOI-1346 b,TOI-1346,Transit,2025,1324.0,5099.0
K2-53 b,K2-53,Transit,2016,665.0,5263.0
WASP-117 b,WASP-117,Transit,2014,1001.0,6040.0
Kepler-1668 b,Kepler-1668,Transit,2020,721.0,5328.33
Kepler-319 b,Kepler-319,Transit,2014,1023.0,5526.0
Kepler-363 d,Kepler-363,Transit,2014,905.0,5593.0
K2-199 c,K2-199,Transit,2018,694.0,4648.0
K2-37 b,K2-37,Transit,2016,949.0,5413.0
Kepler-12 b,Kepler-12,Transit,2011,1480.0,5947.0
Kepler-1594 b,Kepler-1594,Transit,2016,1360.0,5946.0
TOI-2005 b,TOI-2005,Transit,2025,1221.39,7130.0
TOI-674 b,TOI-674,Transit,2021,635.0,3505.0
Kepler-356 b,Kepler-356,Transit,2014,1294.0,6133.0
Kepler-1065 b,Kepler-1065,Transit,2016,1092.0,5635.0
Kepler-2000 c,Kepler-2000,Transit,2023,359.0,3886.0
WASP-148 c,WASP-148,Radial Velocity,2020,590.0,5460.0
Kepler-511 b,Kepler-511,Transit,2016,332.0,5770.0
Gaia-1 b,Gaia-1,Transit,2022,1159.07,5370.0
Kepler-1527 b,Kepler-1527,Transit,2016,450.0,6224.0
Kepler-986 b,Kepler-986,Transit,2016,465.0,5642.0
Kepler-1070 b,Kepler-1070,Transit,2016,1101.0,6261.0
Kepler-23 c,Kepler-23,Transit,2011,1008.0,5828.0
TOI-2109 b,TOI-2109,Transit,2021,3646.0,6500.0
Kepler-111 b,Kepler-111,Transit,2014,1356.0,5952.0
Kepler-119 c,Kepler-119,Transit,2014,1016.0,5595.0
Kepler-286 d,Kepler-286,Transit,2014,919.0,5580.0
Kepler-753 b,Kepler-753,Transit,2016,641.0,4346.0
Kepler-1141 b,Kepler-1141,Transit,2016,1471.0,5791.0
Kepler-399 b,Kepler-399,Transit,2014,773.0,5502.0
Kepler-1980 b,Kepler-1980,Transit,2023,564.0,5671.0
Kepler-733 b,Kepler-733,Transit,2016,595.0,5418.0
LTT 3780 c,LTT 3780,Transit,2020,359.0,3358.0
Kepler-466 b,Kepler-466,Transit,2016,503.0,5927.0
Kepler-593 b,Kepler-593,Transit,2016,706.0,5967.0
Kepler-793 b,Kepler-793,Transit,2016,1177.0,5745.0
Kepler-1845 b,Kepler-1845,Transit,2021,584.0,4836.97
Kepler-1967 b,Kepler-1967,Transit,2021,1086.0,4813.0
TOI-561 e,TOI-561,Transit,2020,416.0,5326.0
Kepler-90 i,KOI-351,Transit,2017,709.0,6080.0
Kepler-625 c,Kepler-625,Transit,2016,1048.0,5789.0
Kepler-1034 b,Kepler-1034,Transit,2016,675.0,5198.0
Kepler-1286 b,Kepler-1286,Transit,2016,888.0,5753.0
K2-189 b,K2-189,Transit,2018,1203.0,5519.0
Kepler-643 b,Kepler-643,Transit,2016,963.0,4908.0
Kepler-307 c,Kepler-307,Transit,2013,739.0,5367.0
Kepler-51 b,Kepler-51,Transit,2012,543.0,5670.0
Kepler-613 b,Kepler-613,Transit,2016,713.0,5723.0
Kepler-318 b,Kepler-318,Transit,2014,1039.0,5746.0
Kepler-1903 b,Kepler-1903,Transit,2021,769.0,6069.0
TOI-2095 c,TOI-2095,Transit,2023,297.0,3662.0
Kepler-1603 b,Kepler-1603,Transit,2016,1522.0,6241.0
HIP 41378 d,HIP 41378,Transit,2016,367.0,6199.0
Kepler-732 b,Kepler-732,Transit,2016,407.0,3631.0
Kepler-250 b,Kepler-250,Transit,2014,938.0,5160.0
Kepler-695 b,Kepler-695,Transit,2016,1021.0,4903.0
HATS-27 b,HATS-27,Transit,2016,1659.0,6438.0
Kepler-1052 c,Kepler-1052,Transit,2023,302.0,5720.0
Kepler-1860 b,Kepler-1860,Transit,2021,697.0,5491.41
HD 110067 e,HD 110067,Transit,2023,533.0,5266.0
CoRoT-4 b,CoRoT-4,Transit,2008,1074.0,6190.0
Kepler-53 d,Kepler-53,Transit,2014,870.0,5858.0
NGTS-20 b,NGTS-20,Transit,2022,688.0,5980.0
HD 63935 c,HD 63935,Radial Velocity,2021,619.59,5534.0
Kepler-542 b,Kepler-542,Transit,2016,698.0,5526.0
Kepler-58 e,Kepler-58,Transit,2023,1212.0,5747.0
Kepler-1683 b,Kepler-1683,Transit,2020,669.0,5047.59
Kepler-1622 b,Kepler-1622,Transit,2016,922.0,6436.0
Kepler-285 c,Kepler-285,Transit,2014,851.0,5411.0
Kepler-339 c,Kepler-339,Transit,2014,914.0,5631.0
Kepler-310 c,Kepler-310,Transit,2014,417.0,5797.0
Kepler-1634 b,Kepler-1634,Transit,2016,282.0,5474.0
Kepler-294 b,Kepler-294,Transit,2014,1087.0,5913.0
K2-331 b,K2-331,Transit,2021,909.0,5994.0
Kepler-1398 b,Kepler-1398,Transit,2016,1510.0,6126.0
NGTS-8 b,NGTS-8,Transit,2019,1345.0,5241.0
TOI-2427 b,TOI-2427,Transit,2022,1117.0,4072.0
KOBE-1 c,KOBE-1,Radial Velocity,2025,392.5,4135.0
Kepler-445 d,Kepler-445,Transit,2015,305.0,3157.0
Kepler-937 b,Kepler-937,Transit,2016,495.0,6095.0
TOI-6420 b,TOI-6420,Transit,2025,1213.0,6020.0
Kepler-1701 b,Kepler-1701,Transit,2020,273.0,5116.26
Kepler-312 b,Kepler-312,Transit,2014,1685.0,6115.0
HAT-P-70 b,HAT-P-70,Transit,2019,2562.0,8450.0
Kepler-200 b,Kepler-200,Transit,2014,854.0,5678.0
Kepler-1024 b,Kepler-1024,Transit,2016,376.0,5143.0
Kepler-69 c,Kepler-69,Transit,2013,299.0,5638.0
Kepler-1835 b,Kepler-1835,Transit,2021,808.0,5672.0
Kepler-311 c,Kepler-311,Transit,2014,744.0,5841.2
WASP-162 b,WASP-162,Transit,2018,910.0,5300.0
Kepler-943 b,Kepler-943,Transit,2016,455.0,5612.0
Kepler-836 b,Kepler-836,Transit,2016,869.0,5895.0
Kepler-1050 b,Kepler-1050,Transit,2016,1039.0,6010.0
TOI-122 b,TOI-122,Transit,2020,471.0,3403.0
Kepler-223 c,Kepler-223,Transit,2014,947.0,5829.0
HD 28471 d,HD 28471,Radial Velocity,2025,945.0,5766.0
K2-294 b,K2-294,Transit,2019,1425.0,5612.0
Kepler-1545 b,Kepler-1545,Transit,2016,274.0,5201.0
Kepler-137 b,Kepler-137,Transit,2014,742.0,5187.0
Kepler-1811 b,Kepler-1811,Transit,2021,455.0,5733.0
Kepler-1774 b,Kepler-1774,Transit,2021,522.0,5942.35
Kepler-771 b,Kepler-771,Transit,2016,890.0,5906.0
KOBE-1 b,KOBE-1,Radial Velocity,2025,594.4,4135.0
Kepler-1196 b,Kepler-1196,Transit,2016,436.0,5756.0
Kepler-1277 b,Kepler-1277,Transit,2016,496.0,5578.0
HATS-52 b,HATS-52,Transit,2017,1834.0,6010.0
K2-241 b,K2-241,Transit,2018,507.0,5262.0
Kepler-562 b,Kepler-562,Transit,2016,658.0,5575.0
Kepler-1671 b,Kepler-1671,Transit,2020,962.0,5085.99
Kepler-250 d,Kepler-250,Transit,2014,579.0,5160.0
LHS 3844 b,LHS 3844,Transit,2019,805.0,3036.0
TOI-1221 b,TOI-1221,Transit,2023,440.0,5700.0
Kepler-206 b,Kepler-206,Transit,2014,983.0,5764.0
Kepler-1852 b,Kepler-1852,Transit,2021,760.0,4941.0
Kepler-881 b,Kepler-881,Transit,2016,1217.0,5961.0
