pl_name,hostname,discoverymethod,disc_year,pl_eqt,st_teff
Kepler-1025 b,Kepler-1025,Transit,2016,1654.0,6089.0
Kepler-1666 b,Kepler-1666,Transit,2020,672.0,5818.75
WASP-16 b,WASP-16,Transit,2009,1389.0,5550.0
Kepler-366 b,Kepler-366,Transit,2014,1326.0,6209.0
Kepler-207 d,Kepler-207,Transit,2014,1254.0,5920.0
Kepler-798 b,Kepler-798,Transit,2016,864.0,6224.0
Kepler-1767 b,Kepler-1767,Transit,2021,393.0,5172.78
Kepler-1654 b,Kepler-1654,Transit,2018,206.0,5597.0
Kepler-392 b,Kepler-392,Transit,2014,1125.0,5938.0
Kepler-1524 b,Kepler-1524,Transit,2016,438.0,6179.0
Kepler-359 c,Kepler-359,Transit,2014,512.0,6248.0
TOI-1743 b,TOI-1743,Transit,2025,485.0,3277.0
TOI-1181 b,TOI-1181,Transit,2022,1942.12,6260.0
Kepler-324 e,Kepler-324,Transit,2021,635.0,5194.0
Kepler-1514 b,Kepler-1514,Transit,2016,387.9,6145.0
Kepler-279 b,Kepler-279,Transit,2014,1104.0,6363.0
Kepler-147 b,Kepler-147,Transit,2014,953.0,6012.0
TOI-1853 b,TOI-1853,Transit,2023,1479.0,4969.0
Kepler-1837 b,Kepler-1837,Transit,2021,1012.0,5619.0
K2-356 b,K2-356,Transit,2021,624.0,5568.0
Kepler-114 c,Kepler-114,Transit,2013,507.0,4605.0
Kepler-1093 c,Kepler-1093,Transit,2016,508.0,6166.0
Kepler-934 b,Kepler-934,Transit,2016,384.0,5001.0
Kepler-1521 b,Kepler-1521,Transit,2016,391.0,5042.0
Kepler-946 b,Kepler-946,Transit,2016,857.0,5665.0
Kepler-696 b,Kepler-696,Transit,2016,1234.0,5903.0
Kepler-238 c,Kepler-238,Transit,2014,1146.0,5751.0
Kepler-1448 b,Kepler-1448,Transit,2016,811.0,5774.0
TOI-4551 b,TOI-4551,Transit,2023,1655.0,4896.0
Kepler-1901 b,Kepler-1901,Transit,2021,1132.0,5662.0
Kepler-189 c,Kepler-189,Transit,2014,544.0,5235.0
K2-43 c,K2-43,Transit,2019,1093.7,3840.6
Kepler-673 b,Kepler-673,Transit,2016,1023.0,5355.0
Kepler-218 b,Kepler-218,Transit,2014,1156.0,5502.0
Kepler-1754 b,Kepler-1754,Transit,2021,672.0,4553.0
K2-100 b,K2-100,Transit,2016,1841.0,6168.0
WASP-78 b,WASP-78,Transit,2012,2469.7,6100.0
Kepler-1387 b,Kepler-1387,Transit,2016,1123.0,5046.0
Kepler-222 c,Kepler-222,Transit,2014,734.0,5433.0
K2-107 b,K2-107,Transit,2017,1649.0,6061.0
Kepler-620 b,Kepler-620,Transit,2016,849.0,6155.0
Kepler-1412 b,Kepler-1412,Transit,2016,1397.0,5880.0
Kepler-1330 b,Kepler-1330,Transit,2016,879.0,5608.0
TOI-2989 b,TOI-2989,Transit,2025,1001.0,4672.0
Kepler-424 b,Kepler-424,Transit,2014,1116.0,5460.0
Kepler-349 c,Kepler-349,Transit,2014,763.0,5956.0
Kepler-1222 b,Kepler-1222,Transit,2016,1246.0,5239.0
Kepler-760 c,Kepler-760,Transit,2016,1139.0,5322.0
Kepler-463 b,Kepler-463,Transit,2016,880.0,5661.0
Kepler-186 d,Kepler-186,Transit,2014,379.0,3755.0
AU Mic b,AU Mic,Transit,2020,600.0,3700.0
Kepler-1231 b,Kepler-1231,Transit,2016,870.0,5778.0
Kepler-274 b,Kepler-274,Transit,2014,961.0,6023.0
Kepler-280 c,Kepler-280,Transit,2014,1088.0,5744.0
TOI-163 b,TOI-163,Transit,2019,1669.0,6495.0
Kepler-969 b,Kepler-969,Transit,2016,465.0,5214.0
K2-4 b,K2-4,Transit,2015,563.0,4120.0
Kepler-359 b,Kepler-359,Transit,2014,671.0,6248.0
TOI-2337 b,TOI-2337,Transit,2022,1272.46,4780.0
Kepler-1385 b,Kepler-1385,Transit,2016,1423.0,5732.0
Kepler-446 d,Kepler-446,Transit,2015,436.0,3359.0
TOI-431 b,TOI-431,Transit,2021,1862.0,4850.0
WASP-102 b,WASP-102,Transit,2025,1671.0,5990.0
TOI-2015 b,TOI-2015,Transit,2023,530.9,3194.0
HAT-P-53 b,HAT-P-53,Transit,2015,1778.0,5956.0
Kepler-65 b,Kepler-65,Transit,2012,1740.0,6211.0
TOI-1467 b,TOI-1467,Transit,2024,506.07,3834.0
WASP-186 b,WASP-186,Transit,2020,1378.4,6361.0
Kepler-832 b,Kepler-832,Transit,2016,965.0,5596.0
Kepler-281 d,Kepler-281,Transit,2021,321.0,5723.0
Kepler-1889 b,Kepler-1889,Transit,2021,493.0,6036.0
TOI-5340 b,TOI-5340,Transit,2025,1566.0,5990.0
Kepler-988 b,Kepler-988,Transit,2016,368.0,4005.0
K2-117 c,K2-117,Transit,2017,537.0,3778.0
K2-34 b,K2-34,Transit,2016,1687.0,6071.0
Kepler-1687 b,Kepler-1687,Transit,2020,598.0,4249.0
Kepler-1346 b,Kepler-1346,Transit,2016,1236.0,6133.0
TOI-5799 c,TOI-5799,Transit,2025,337.0,3452.0
Kepler-187 c,Kepler-187,Transit,2014,963.0,6105.0
Kepler-364 b,Kepler-364,Transit,2014,753.0,6108.0
Kepler-732 c,Kepler-732,Transit,2016,893.0,3631.0
Kepler-364 c,Kepler-364,Transit,2014,568.0,6108.0
GJ 887 c,GJ 887,Radial Velocity,2020,352.0,3688.0
Kepler-524 b,Kepler-524,Transit,2016,974.0,6014.0
Kepler-291 c,Kepler-291,Transit,2014,1035.0,6002.0
Kepler-361 b,Kepler-361,Transit,2014,1060.0,6169.0
Kepler-286 b,Kepler-286,Transit,2014,1367.0,5580.0
WASP-132 c,WASP-132,Transit,2022,1329.0,4686.0
K2-273 b,K2-273,Transit,2018,849.0,5200.0
Kepler-1042 b,Kepler-1042,Transit,2016,574.0,4815.0
Kepler-516 b,Kepler-516,Transit,2016,1095.0,7099.0
LHS 1140 b,LHS 1140,Transit,2017,226.0,3131.0
Kepler-1491 b,Kepler-1491,Transit,2016,821.0,5548.33
TOI-1260 d,TOI-1260,Transit,2022,499.0,4227.0
Kepler-1343 b,Kepler-1343,Transit,2016,1294.0,5759.0
Kepler-177 b,Kepler-177,Transit,2013,549.0,5732.0
Kepler-119 b,Kepler-119,Transit,2014,1213.0,5595.0
Kepler-1384 b,Kepler-1384,Transit,2016,608.0,4919.0
Kepler-1528 b,Kepler-1528,Transit,2016,1549.0,5857.0
Kepler-343 b,Kepler-343,Transit,2014,1024.0,5807.0
TOI-913 b,TOI-913,Transit,2023,712.01,4969.0
Kepler-376 c,Kepler-376,Transit,2014,873.0,5900.0
Kepler-160 c,Kepler-160,Transit,2014,771.0,5471.0
HAT-P-36 b,HAT-P-36,Transit,2011,1780.97,5580.0
Kepler-1591 b,Kepler-1591,Transit,2016,892.0,6082.0
Kepler-368 b,Kepler-368,Transit,2014,800.0,5502.0
Kepler-1057 b,Kepler-1057,Transit,2016,724.0,5987.0
HAT-P-12 b,HAT-P-12,Transit,2009,963.0,4650.0
Kepler-1378 b,Kepler-1378,Transit,2016,525.0,4407.0
Kepler-115 b,Kepler-115,Transit,2014,1489.0,5979.0
TOI-481 b,TOI-481,Transit,2020,1370.0,5735.0
Kepler-527 b,Kepler-527,Transit,2016,1157.0,6388.0
Kepler-742 b,Kepler-742,Transit,2016,690.0,4642.0
Kepler-183 b,Kepler-183,Transit,2014,1088.0,5888.0
Kepler-1735 b,Kepler-1735,Transit,2021,502.0,3888.0
Kepler-1618 b,Kepler-1618,Transit,2016,1267.0,6620.0
Kepler-1455 b,Kepler-1455,Transit,2016,298.0,3919.0
TOI-257 b,TOI-257,Transit,2021,1027.0,6075.0
K2-208 b,K2-208,Transit,2018,1122.0,5582.0
Kepler-616 d,Kepler-616,Transit,2021,499.0,5556.24
Kepler-325 b,Kepler-325,Transit,2014,1017.0,5752.0
Kepler-1497 b,Kepler-1497,Transit,2016,924.0,5675.0
Kepler-1376 b,Kepler-1376,Transit,2016,1042.0,5659.0
Kepler-981 b,Kepler-981,Transit,2016,1103.0,5718.0
K2-111 b,K2-111,Transit,2017,1309.0,5775.0
Kepler-176 b,Kepler-176,Transit,2014,841.0,5232.0
TOI-1823 b,TOI-1823,Transit,2024,423.63,4926.0
Kepler-290 c,Kepler-290,Transit,2014,437.0,5147.0
TOI-544 b,TOI-544,Transit,2022,999.0,4369.0
WASP-81 b,WASP-81,Transit,2017,1623.0,5870.0
Kepler-726 b,Kepler-726,Transit,2016,543.0,5452.0
Kepler-154 c,Kepler-154,Transit,2014,454.0,5690.0
TOI-2134 b,TOI-2134,Transit,2023,666.0,4406.0
K2-345 b,K2-345,Transit,2021,437.0,3779.0
Kepler-594 b,Kepler-594,Transit,2016,678.0,5485.0
Kepler-352 d,Kepler-352,Transit,2021,788.0,5262.0
Kepler-803 b,Kepler-803,Transit,2016,543.0,5919.0
TOI-2076 c,TOI-2076,Transit,2021,543.16,5200.0
HIP 97166 b,HIP 97166,Transit,2021,701.66,5198.0
Kepler-1732 b,Kepler-1732,Transit,2021,699.0,5838.73
TOI-558 b,TOI-558,Transit,2021,1061.0,6466.0
Kepler-176 c,Kepler-176,Transit,2014,633.0,5232.0
WASP-126 b,WASP-126,Transit,2016,1480.0,5800.0
Kepler-225 c,Kepler-225,Transit,2014,412.0,3682.0
Kepler-143 b,Kepler-143,Transit,2014,838.0,5848.0
Kepler-833 b,Kepler-833,Transit,2016,382.0,4339.0
Kepler-269 b,Kepler-269,Transit,2014,1007.0,5847.0
Kepler-1759 b,Kepler-1759,Transit,2021,954.0,4878.0
Kepler-927 b,Kepler-927,Transit,2016,906.0,5743.0
Kepler-1215 b,Kepler-1215,Transit,2016,1046.0,5616.0
K2-108 b,K2-108,Transit,2017,1360.0,5599.0
Kepler-914 b,Kepler-914,Transit,2016,1192.0,5877.0
Kepler-321 b,Kepler-321,Transit,2014,1042.0,5740.0
CoRoT-27 b,CoRoT-27,Transit,2014,1500.0,5900.0
Kepler-440 b,Kepler-440,Transit,2015,229.0,4134.0
Kepler-51 c,Kepler-51,Transit,2012,439.0,5670.0
K2-212 b,K2-212,Transit,2018,542.0,4272.0
Kepler-903 b,Kepler-903,Transit,2016,842.0,5682.0
WASP-164 b,WASP-164,Transit,2018,1610.0,5806.0
Kepler-1733 b,Kepler-1733,Transit,2021,1021.0,6276.71
Kepler-367 c,Kepler-367,Transit,2014,357.0,4710.0
Kepler-176 e,Kepler-176,Transit,2016,398.0,5232.0
Kepler-331 d,Kepler-331,Transit,2014,346.0,4347.0
Kepler-357 c,Kepler-357,Transit,2014,576.0,5036.0
Kepler-462 c,Kepler-462,Transit,2020,453.0,7500.0
Kepler-865 b,Kepler-865,Transit,2016,694.0,5284.0
Kepler-194 c,Kepler-194,Transit,2014,815.0,6089.0
Kepler-1244 b,Kepler-1244,Transit,2016,1839.0,6680.0
HD 108236 c,HD 108236,Transit,2020,932.0,5720.0
WASP-156 b,WASP-156,Transit,2017,934.5,4910.0
Kepler-312 c,Kepler-312,Transit,2014,754.0,6115.0
TOI-5322 b,TOI-5322,Transit,2025,1350.0,5692.0
Kepler-1810 b,Kepler-1810,Transit,2021,380.0,5453.7
Kepler-374 b,Kepler-374,Transit,2014,1761.0,5977.0
Kepler-1761 b,Kepler-1761,Transit,2021,613.0,3802.0
Kepler-299 c,Kepler-299,Transit,2014,946.0,5617.0
Kepler-997 b,Kepler-997,Transit,2016,1709.0,6150.0
Kepler-1282 b,Kepler-1282,Transit,2016,1418.0,5504.0
Kepler-1160 b,Kepler-1160,Transit,2016,839.0,5519.0
Kepler-1595 b,Kepler-1595,Transit,2016,980.0,5203.0
Kepler-162 b,Kepler-162,Transit,2014,961.0,5743.0
PDS 70 c,PDS 70,Imaging,2019,995.0,4237.0
Kepler-247 b,Kepler-247,Transit,2014,970.0,5100.0
Kepler-1479 b,Kepler-1479,Transit,2016,746.0,5796.0
Kepler-1336 c,Kepler-1336,Transit,2016,1260.0,5512.0
Kepler-194 b,Kepler-194,Transit,2014,1648.0,6089.0
Kepler-978 b,Kepler-978,Transit,2016,546.0,6002.0
Kepler-763 c,Kepler-763,Transit,2023,938.0,5080.0
Kepler-236 c,Kepler-236,Transit,2014,329.0,3750.0
K2-33 b,K2-33,Transit,2016,850.0,3540.0
Kepler-344 b,Kepler-344,Transit,2014,643.0,5774.0
Kepler-851 b,Kepler-851,Transit,2016,900.0,5455.0
Kepler-661 b,Kepler-661,Transit,2016,678.0,4483.0
K2-35 b,K2-35,Transit,2016,979.0,4402.71
Kepler-206 d,Kepler-206,Transit,2014,681.0,5764.0
Kepler-1468 c,Kepler-1468,Transit,2016,1448.0,5774.53
Kepler-96 b,Kepler-96,Transit,2014,711.0,5690.0
Kepler-180 b,Kepler-180,Transit,2014,781.0,5731.0
Kepler-1468 b,Kepler-1468,Transit,2016,1093.0,5774.53
Kepler-1104 b,Kepler-1104,Transit,2016,1321.0,6417.0
HATS-22 b,HATS-22,Transit,2017,858.0,4803.0
Kepler-1569 b,Kepler-1569,Transit,2016,1222.0,6087.94
Kepler-1907 b,Kepler-1907,Transit,2021,856.0,5007.0
Kepler-234 b,Kepler-234,Transit,2014,1420.0,6224.0
Kepler-1100 b,Kepler-1100,Transit,2016,1000.0,6247.0
Kepler-291 b,Kepler-291,Transit,2014,1212.0,6002.0
Kepler-929 b,Kepler-929,Transit,2016,2362.0,5869.0
Kepler-525 b,Kepler-525,Transit,2016,832.0,5573.0
Kepler-860 b,Kepler-860,Transit,2016,1050.0,5836.0
TOI-2524 b,TOI-2524,Transit,2023,1100.0,5831.0
Kepler-1168 b,Kepler-1168,Transit,2016,379.0,5157.0
HATS-2 b,HATS-2,Transit,2013,1550.0,5227.0
K2-17 b,K2-17,Transit,2015,487.0,4320.0
TOI-1451 b,TOI-1451,Transit,2024,723.33,5800.0
Kepler-148 d,Kepler-148,Transit,2016,413.0,5272.0
TOI-663 b,TOI-663,Transit,2024,674.0,3681.0
Kepler-1056 b,Kepler-1056,Transit,2016,590.0,6127.0
Kepler-1554 b,Kepler-1554,Transit,2016,288.0,5297.0
Kepler-1180 b,Kepler-1180,Transit,2016,765.0,6163.0
WASP-106 b,WASP-106,Transit,2014,1140.0,6000.0
Kepler-1768 b,Kepler-1768,Transit,2021,933.0,6264.0
Kepler-1642 c,Kepler-1642,Transit,2016,1095.0,5355.0
Kepler-1534 b,Kepler-1534,Transit,2016,955.0,5442.0
Kepler-234 c,Kepler-234,Transit,2014,1025.0,6224.0
K2-181 b,K2-181,Transit,2018,949.0,5608.0
LP 890-9 b,LP 890-9,Transit,2022,396.0,2850.0
Kepler-206 c,Kepler-206,Transit,2014,825.0,5764.0
Kepler-1039 b,Kepler-1039,Transit,2016,2080.0,4870.0
Kepler-343 c,Kepler-343,Transit,2014,746.0,5807.0
Kepler-920 c,Kepler-920,Transit,2016,364.0,5403.0
HAT-P-60 b,HAT-P-60,Transit,2021,1772.0,6212.0
Kepler-304 e,Kepler-304,Transit,2016,1137.0,4731.0
K2-239 c,K2-239,Transit,2018,427.0,3420.0
Kepler-976 b,Kepler-976,Transit,2016,324.0,5232.0
Kepler-1526 b,Kepler-1526,Transit,2016,787.0,4601.0
Kepler-1694 b,Kepler-1694,Transit,2020,956.0,4958.0
Kepler-1776 b,Kepler-1776,Transit,2021,603.0,5961.17
HAT-P-64 b,HAT-P-64,Transit,2021,1766.0,6457.0
Kepler-1879 b,Kepler-1879,Transit,2021,987.0,5854.91
Kepler-541 b,Kepler-541,Transit,2016,1673.0,6166.0
HD 219134 d,HD 219134,Radial Velocity,2015,410.5,4699.0
TOI-824 b,TOI-824,Transit,2020,1253.0,4616.0
CoRoT-23 b,CoRoT-23,Transit,2011,1660.0,5900.0
Kepler-221 e,Kepler-221,Transit,2014,582.0,5243.0
K2-11 b,K2-11,Transit,2015,734.0,5257.0
Kepler-246 b,Kepler-246,Transit,2014,896.0,5206.0
Kepler-280 b,Kepler-280,Transit,2014,1425.0,5744.0
Kepler-22 b,Kepler-22,Transit,2011,279.0,5596.0
Kepler-1358 b,Kepler-1358,Transit,2016,827.0,5181.0
Kepler-818 b,Kepler-818,Transit,2016,786.0,5638.0
TOI-260 b,TOI-260,Transit,2024,493.0,4026.0
K2-316 b,K2-316,Transit,2020,841.0,3436.0
Kepler-1189 b,Kepler-1189,Transit,2016,1158.0,6012.0
WASP-182 b,WASP-182,Transit,2019,1479.0,5638.0
Kepler-529 c,Kepler-529,Transit,2016,891.0,6087.0
Kepler-1436 b,Kepler-1436,Transit,2016,1001.0,5972.0
TOI-813 b,TOI-813,Transit,2020,610.0,5907.0
Kepler-313 c,Kepler-313,Transit,2014,683.0,5727.0
TOI-3629 b,TOI-3629,Transit,2022,690.0,3870.0
HAT-P-61 b,HAT-P-61,Transit,2021,1505.0,5587.0
TOI-712 c,TOI-712,Transit,2022,369.9,4622.0
Kepler-1571 b,Kepler-1571,Transit,2016,1476.0,6297.0
TOI-2589 b,TOI-2589,Transit,2023,592.0,5579.0
NGTS-27 b,NGTS-27,Transit,2024,1783.0,5700.0
Kepler-1011 b,Kepler-1011,Transit,2016,920.0,5416.0
Kepler-1600 b,Kepler-1600,Transit,2016,209.0,5102.0
Kepler-49 c,Kepler-49,Transit,2012,443.0,4252.0
Kepler-441 b,Kepler-441,Transit,2015,189.0,4340.0
Kepler-126 c,Kepler-126,Transit,2014,790.0,6239.0
K2-14 b,K2-14,Transit,2015,488.0,3789.0
Kepler-598 b,Kepler-598,Transit,2016,1050.0,5307.0
Kepler-1028 b,Kepler-1028,Transit,2016,1217.0,5522.0
Kepler-748 b,Kepler-748,Transit,2016,938.0,5934.0
CoRoT-14 b,CoRoT-14,Transit,2010,1952.0,6035.0
Kepler-1349 b,Kepler-1349,Transit,2016,1668.0,6086.0
Kepler-1920 b,Kepler-1920,Transit,2021,660.0,5873.66
Kepler-1155 b,Kepler-1155,Transit,2016,609.0,5842.0
Kepler-394 d,Kepler-394,Transit,2021,1165.0,6402.0
Kepler-619 c,Kepler-619,Transit,2016,1767.0,900.678
TOI-2048 b,TOI-2048,Transit,2022,646.0,5185.0
Kepler-253 b,Kepler-253,Transit,2014,949.0,5208.0
Kepler-1171 b,Kepler-1171,Transit,2016,2700.0,7044.0
K2-113 b,K2-113,Transit,2017,1098.0,5660.0
Kepler-898 b,Kepler-898,Transit,2016,616.0,4223.0
Kepler-436 c,Kepler-436,Transit,2016,503.0,4651.0
Kepler-139 c,Kepler-139,Transit,2014,350.0,5594.0
Kepler-1743 b,Kepler-1743,Transit,2021,1144.0,5624.37
Kepler-721 b,Kepler-721,Transit,2016,850.0,5075.0
Kepler-314 c,Kepler-314,Transit,2014,890.0,5378.0
HAT-P-31 b,HAT-P-31,Transit,2011,1450.0,6065.0
K2-211 b,K2-211,Transit,2018,1873.0,5187.94
Kepler-2001 b,Kepler-2001,Transit,2023,1402.0,4838.0
TOI-238 b,TOI-238,Transit,2024,1456.61,5080.0
G 192-15 c,G 192-15,Radial Velocity,2025,55.9,2999.0
Kepler-641 b,Kepler-641,Transit,2016,926.0,5713.0
Kepler-689 b,Kepler-689,Transit,2016,536.0,5518.0
HD 7924 c,HD 7924,Radial Velocity,2015,583.6,5177.0
Kepler-1817 b,Kepler-1817,Transit,2021,463.0,5318.0
Kepler-217 c,Kepler-217,Transit,2014,1208.0,6171.0
Kepler-235 d,Kepler-235,Transit,2014,401.0,4255.0
Kepler-642 b,Kepler-642,Transit,2016,1810.0,6570.0
Kepler-1247 b,Kepler-1247,Transit,2016,676.0,5303.0
Kepler-457 d,KOI-7892,Transit,2021,1008.0,6116.46
Kepler-868 b,Kepler-868,Transit,2016,1047.0,5614.0
Kepler-551 b,Kepler-551,Transit,2016,483.0,4286.0
Kepler-243 b,Kepler-243,Transit,2014,850.0,5228.0
Kepler-153 b,Kepler-153,Transit,2014,621.0,5404.0
Kepler-308 b,Kepler-308,Transit,2014,833.0,5895.0
Kepler-776 b,Kepler-776,Transit,2016,904.0,5071.0
TOI-712 b,TOI-712,Transit,2022,650.0,4622.0
Kepler-254 d,Kepler-254,Transit,2014,686.0,5957.0
K2-19 b,K2-19,Transit,2015,779.0,5430.0
Kepler-1413 b,Kepler-1413,Transit,2016,661.0,5196.0
HATS-60 b,HATS-60,Transit,2018,1528.0,5690.0
Kepler-465 b,Kepler-465,Transit,2016,996.0,6310.0
Wolf 503 b,Wolf 503,Transit,2018,790.0,4716.0
Kepler-1525 b,Kepler-1525,Transit,2016,1343.0,5748.0
Kepler-1009 b,Kepler-1009,Transit,2016,403.0,4027.0
TOI-1075 b,TOI-1075,Transit,2022,1323.0,3921.0
Kepler-250 c,Kepler-250,Transit,2014,782.0,5160.0
TOI-2373 b,TOI-2373,Transit,2023,860.0,5651.0
Kepler-1530 d,Kepler-1530,Transit,2021,972.0,5338.57
Kepler-1420 b,Kepler-1420,Transit,2016,806.0,5187.0
TOI-1288 b,TOI-1288,Transit,2022,1203.44,5225.0
Kepler-660 b,Kepler-660,Transit,2016,649.0,4779.0
Kepler-760 b,Kepler-760,Transit,2016,748.0,5322.0
TRAPPIST-1 c,TRAPPIST-1,Transit,2016,339.7,2560.0
Kepler-784 b,Kepler-784,Transit,2016,688.0,5576.0
TOI-672 b,TOI-672,Transit,2023,676.15,3659.0
K2-333 b,K2-333,Transit,2021,826.0,6177.0
Kepler-1612 b,Kepler-1612,Transit,2016,1030.0,5643.0
Kepler-1514 c,Kepler-1514,Transit,2020,1066.0,6145.0
K2-157 b,K2-157,Transit,2018,2432.0,5334.0
Kepler-1562 b,Kepler-1562,Transit,2016,554.0,5760.0
Kepler-1335 b,Kepler-1335,Transit,2016,809.0,4903.0
Kepler-612 b,Kepler-612,Transit,2016,1046.0,5693.0
Kepler-79 e,Kepler-79,Transit,2014,511.0,6174.0
CoRoT-32 b,CoRoT-32,Transit,2018,938.0,5970.0
Kepler-235 c,Kepler-235,Transit,2014,555.0,4255.0
HATS-31 b,HATS-31,Transit,2016,1823.0,6050.0
Kepler-664 b,Kepler-664,Transit,2016,1406.0,5754.0
Kepler-1054 b,Kepler-1054,Transit,2016,1177.0,6209.0
TOI-904 b,TOI-904,Transit,2023,429.43,3770.0
Kepler-387 c,Kepler-387,Transit,2014,826.0,5774.0
TOI-1130 b,TOI-1130,Transit,2020,825.0,4250.0
TOI-1268 b,TOI-1268,Transit,2022,918.9,5200.0
Kepler-947 b,Kepler-947,Transit,2016,573.0,5508.0
Kepler-680 b,Kepler-680,Transit,2016,1147.0,5890.0
Kepler-697 b,Kepler-697,Transit,2016,1151.0,5513.0
Kepler-616 b,Kepler-616,Transit,2016,860.0,5556.24
Kepler-202 c,Kepler-202,Transit,2014,505.0,4668.0
K2-339 b,K2-339,Transit,2021,508.0,4857.0
Kepler-1402 b,Kepler-1402,Transit,2016,1789.0,5416.0
HD 95086 b,HD 95086,Imaging,2013,1000.0,7750.0
TOI-2449 b,TOI-2449,Transit,2025,400.0,6021.0
TOI-677 b,TOI-677,Transit,2020,1252.0,6295.0
Kepler-338 e,Kepler-338,Transit Timing Variations,2014,1143.0,5923.0
K2-229 c,K2-229,Transit,2018,750.0,5315.0
CoRoT-24 c,CoRoT-24,Transit,2014,850.0,4950.0
K2-21 c,K2-21,Transit,2015,420.0,4222.06
Kepler-1205 b,Kepler-1205,Transit,2016,1667.0,5226.0
Kepler-1814 c,Kepler-1814,Transit,2023,1711.0,4761.0
Kepler-1067 c,Kepler-1067,Transit,2021,973.0,5461.0
Kepler-252 b,Kepler-252,Transit,2014,587.0,4208.0
Kepler-1181 b,Kepler-1181,Transit,2016,1374.0,6495.28
Kepler-1107 b,Kepler-1107,Transit,2016,1897.0,5268.0
Kepler-423 b,Kepler-423,Transit,2014,1605.0,5560.0
Kepler-65 d,Kepler-65,Transit,2012,1117.0,6211.0
Kepler-80 g,Kepler-80,Transit,2017,418.0,4540.0
K2-79 b,K2-79,Transit,2016,1022.0,5926.0
Kepler-1395 b,Kepler-1395,Transit,2016,1311.0,6138.0
Kepler-166 c,Kepler-166,Transit,2014,468.0,5413.0
Kepler-201 b,Kepler-201,Transit,2014,683.0,6065.0
Kepler-349 b,Kepler-349,Transit,2014,972.0,5956.0
Kepler-1518 b,Kepler-1518,Transit,2016,1351.0,6856.98
Kepler-1815 b,Kepler-1815,Transit,2021,763.0,5730.0
Kepler-1383 b,Kepler-1383,Transit,2016,928.0,6370.0
Kepler-229 c,Kepler-229,Transit,2014,600.0,5120.0
Kepler-800 b,Kepler-800,Transit,2016,675.0,5315.0
Kepler-1417 b,Kepler-1417,Transit,2016,695.0,5839.0
Kepler-56 b,Kepler-56,Transit,2012,1378.0,4840.0
Kepler-561 b,Kepler-561,Transit,2016,446.0,5646.0
Kepler-1921 b,Kepler-1921,Transit,2021,967.0,6156.49
Kepler-1484 b,Kepler-1484,Transit,2016,624.0,5730.0
Kepler-1272 b,Kepler-1272,Transit,2016,542.0,5926.0
Kepler-1210 b,Kepler-1210,Transit,2016,856.0,5568.0
Kepler-159 b,Kepler-159,Transit,2014,447.0,4625.0
Kepler-91 b,Kepler-91,Transit,2013,2040.0,4550.0
Kepler-354 b,Kepler-354,Transit,2014,741.0,4648.0
WASP-47 e,WASP-47,Transit,2015,1992.0,5552.0
Kepler-1766 b,Kepler-1766,Transit,2021,406.0,5788.86
Kepler-774 b,Kepler-774,Transit,2016,1422.0,6403.0
Kepler-137 c,Kepler-137,Transit,2014,568.0,5187.0
Kepler-859 b,Kepler-859,Transit,2016,528.0,5020.0
TOI-782 b,TOI-782,Transit,2024,435.0,3370.0
Kepler-309 c,Kepler-309,Transit,2014,204.0,4713.0
HAT-P-65 b,HAT-P-65,Transit,2016,1818.0,5835.0
Kepler-401 d,Kepler-401,Transit,2016,380.0,6117.0
Kepler-722 b,Kepler-722,Transit,2016,1182.0,5863.0
TRAPPIST-1 f,TRAPPIST-1,Transit,2017,217.7,2560.0
Kepler-1621 b,Kepler-1621,Transit,2016,469.0,6158.0
Kepler-1478 b,Kepler-1478,Transit,2016,598.0,5904.0
Kepler-418 c,Kepler-418,Transit,2021,835.0,5895.0
HD 110067 d,HD 110067,Transit,2023,602.0,5266.0
Kepler-203 c,Kepler-203,Transit,2014,1096.0,5821.0
Kepler-238 d,Kepler-238,Transit,2014,888.0,5751.0
Kepler-221 b,Kepler-221,Transit,2014,1090.0,5243.0
Kepler-745 b,Kepler-745,Transit,2016,931.0,5849.0
Kepler-1840 b,Kepler-1840,Transit,2021,284.0,4679.82
Kepler-810 b,Kepler-810,Transit,2016,1105.0,5803.0
Kepler-1365 c,Kepler-1365,Transit,2016,1137.0,5770.0
Kepler-1362 b,Kepler-1362,Transit,2016,248.0,4857.0
Kepler-716 b,Kepler-716,Transit,2016,720.0,5099.0
TOI-1420 b,TOI-1420,Transit,2023,957.0,5493.0
Kepler-37 c,Kepler-37,Transit,2013,615.0,5417.0
Kepler-717 b,Kepler-717,Transit,2016,1139.0,5485.0
Kepler-101 b,Kepler-101,Transit,2014,1513.0,5667.0
K2-188 c,K2-188,Transit,2018,1026.0,5977.0
TOI-4791 b,TOI-4791,Transit,2023,1472.0,6058.0
HAT-P-4 b,HAT-P-4,Transit,2007,1686.0,5890.0
Kepler-1566 b,Kepler-1566,Transit,2016,1871.0,5254.0
Kepler-619 d,Kepler-619,Transit,2023,830.0,900.678
WASP-132 d,WASP-132,Radial Velocity,2024,107.0,4686.0
Kepler-1601 b,Kepler-1601,Transit,2016,1507.0,5869.0
K2-66 b,K2-66,Transit,2016,1372.0,5887.0
Kepler-704 b,Kepler-704,Transit,2016,1121.0,5616.0
TOI-1691 b,TOI-1691,Transit,2024,703.49,5760.0
K2-230 b,K2-230,Transit,2018,1529.0,5945.0
Kepler-445 b,Kepler-445,Transit,2015,401.0,3157.0
